table,seq,column,is_pk,is_fk,type,i1,size,description,d_segment,id
pco8,7,pco0080004,,,INTEGER,,,5 to 9 years,,d1Fc184j007
pco8,8,pco0080005,,,INTEGER,,,10 to 14 years,,d1Fc184j008
pco8,9,pco0080006,,,INTEGER,,,15 to 19 years,,d1Fc184j009
pco8,10,pco0080007,,,INTEGER,,,20 to 24 years,,d1Fc184j00a
pco8,11,pco0080008,,,INTEGER,,,25 to 29 years,,d1Fc184j00b
pco8,12,pco0080009,,,INTEGER,,,30 to 34 years,,d1Fc184j00c
pco8,13,pco0080010,,,INTEGER,,,35 to 39 years,,d1Fc184j00d
pco8,14,pco0080011,,,INTEGER,,,40 to 44 years,,d1Fc184j00e
pco8,15,pco0080012,,,INTEGER,,,45 to 49 years,,d1Fc184j00f
pco8,16,pco0080013,,,INTEGER,,,50 to 54 years,,d1Fc184j00g
pco8,17,pco0080014,,,INTEGER,,,55 to 59 years,,d1Fc184j00h
pco8,18,pco0080015,,,INTEGER,,,60 to 64 years,,d1Fc184j00i
pco8,19,pco0080016,,,INTEGER,,,65 to 69 years,,d1Fc184j00j
pco8,20,pco0080017,,,INTEGER,,,70 to 74 years,,d1Fc184j00k
pco8,21,pco0080018,,,INTEGER,,,75 to 79 years,,d1Fc184j00l
pco8,22,pco0080019,,,INTEGER,,,80 to 84 years,,d1Fc184j00m
pco8,23,pco0080020,,,INTEGER,,,85 years and over,,d1Fc184j00n
pco8,24,pco0080021,,,INTEGER,,,Female:,,d1Fc184j00o
pco8,25,pco0080022,,,INTEGER,,,Under 5 years,,d1Fc184j00p
pco8,26,pco0080023,,,INTEGER,,,5 to 9 years,,d1Fc184j00q
pco8,27,pco0080024,,,INTEGER,,,10 to 14 years,,d1Fc184j00r
pco8,28,pco0080025,,,INTEGER,,,15 to 19 years,,d1Fc184j00s
pco8,29,pco0080026,,,INTEGER,,,20 to 24 years,,d1Fc184j00t
pco8,30,pco0080027,,,INTEGER,,,25 to 29 years,,d1Fc184j00u
pco8,31,pco0080028,,,INTEGER,,,30 to 34 years,,d1Fc184j00v
pco8,32,pco0080029,,,INTEGER,,,35 to 39 years,,d1Fc184j00w
pco8,33,pco0080030,,,INTEGER,,,40 to 44 years,,d1Fc184j00x
pco8,34,pco0080031,,,INTEGER,,,45 to 49 years,,d1Fc184j00y
pco8,35,pco0080032,,,INTEGER,,,50 to 54 years,,d1Fc184j00z
pco8,36,pco0080033,,,INTEGER,,,55 to 59 years,,d1Fc184j00A
pco8,37,pco0080034,,,INTEGER,,,60 to 64 years,,d1Fc184j00B
pco8,38,pco0080035,,,INTEGER,,,65 to 69 years,,d1Fc184j00C
pco8,39,pco0080036,,,INTEGER,,,70 to 74 years,,d1Fc184j00D
pco8,40,pco0080037,,,INTEGER,,,75 to 79 years,,d1Fc184j00E
pco8,41,pco0080038,,,INTEGER,,,80 to 84 years,,d1Fc184j00F
pco8,42,pco0080039,,,INTEGER,,,85 years and over,,d1Fc184j00G
,,,,,,,,,,
pco9,1,id,1,,INTEGER64,,6,,,d1Fc184k001
pco9,2,stusab,,,VARCHAR,1,6,,,d1Fc184k002
pco9,3,logrecno,,,INTEGER,1,7,,,d1Fc184k003
pco9,4,pco0090001,,,INTEGER,,,Total (601-602):,,d1Fc184k004
pco9,5,pco0090002,,,INTEGER,,,Male:,,d1Fc184k005
pco9,6,pco0090003,,,INTEGER,,,Under 5 years,,d1Fc184k006
pco9,7,pco0090004,,,INTEGER,,,5 to 9 years,,d1Fc184k007
pco9,8,pco0090005,,,INTEGER,,,10 to 14 years,,d1Fc184k008
pco9,9,pco0090006,,,INTEGER,,,15 to 19 years,,d1Fc184k009
pco9,10,pco0090007,,,INTEGER,,,20 to 24 years,,d1Fc184k00a
pco9,11,pco0090008,,,INTEGER,,,25 to 29 years,,d1Fc184k00b
pco9,12,pco0090009,,,INTEGER,,,30 to 34 years,,d1Fc184k00c
pco9,13,pco0090010,,,INTEGER,,,35 to 39 years,,d1Fc184k00d
pco9,14,pco0090011,,,INTEGER,,,40 to 44 years,,d1Fc184k00e
pco9,15,pco0090012,,,INTEGER,,,45 to 49 years,,d1Fc184k00f
pco9,16,pco0090013,,,INTEGER,,,50 to 54 years,,d1Fc184k00g
pco9,17,pco0090014,,,INTEGER,,,55 to 59 years,,d1Fc184k00h
pco9,18,pco0090015,,,INTEGER,,,60 to 64 years,,d1Fc184k00i
pco9,19,pco0090016,,,INTEGER,,,65 to 69 years,,d1Fc184k00j
pco9,20,pco0090017,,,INTEGER,,,70 to 74 years,,d1Fc184k00k
pco9,21,pco0090018,,,INTEGER,,,75 to 79 years,,d1Fc184k00l
pco9,22,pco0090019,,,INTEGER,,,80 to 84 years,,d1Fc184k00m
pco9,23,pco0090020,,,INTEGER,,,85 years and over,,d1Fc184k00n
pco9,24,pco0090021,,,INTEGER,,,Female:,,d1Fc184k00o
pco9,25,pco0090022,,,INTEGER,,,Under 5 years,,d1Fc184k00p
pco9,26,pco0090023,,,INTEGER,,,5 to 9 years,,d1Fc184k00q
pco9,27,pco0090024,,,INTEGER,,,10 to 14 years,,d1Fc184k00r
pco9,28,pco0090025,,,INTEGER,,,15 to 19 years,,d1Fc184k00s
pco9,29,pco0090026,,,INTEGER,,,20 to 24 years,,d1Fc184k00t
pco9,30,pco0090027,,,INTEGER,,,25 to 29 years,,d1Fc184k00u
pco9,31,pco0090028,,,INTEGER,,,30 to 34 years,,d1Fc184k00v
pco9,32,pco0090029,,,INTEGER,,,35 to 39 years,,d1Fc184k00w
pco9,33,pco0090030,,,INTEGER,,,40 to 44 years,,d1Fc184k00x
pco9,34,pco0090031,,,INTEGER,,,45 to 49 years,,d1Fc184k00y
pco9,35,pco0090032,,,INTEGER,,,50 to 54 years,,d1Fc184k00z
pco9,36,pco0090033,,,INTEGER,,,55 to 59 years,,d1Fc184k00A
pco9,37,pco0090034,,,INTEGER,,,60 to 64 years,,d1Fc184k00B
pco9,38,pco0090035,,,INTEGER,,,65 to 69 years,,d1Fc184k00C
pco9,39,pco0090036,,,INTEGER,,,70 to 74 years,,d1Fc184k00D
pco9,40,pco0090037,,,INTEGER,,,75 to 79 years,,d1Fc184k00E
pco9,41,pco0090038,,,INTEGER,,,80 to 84 years,,d1Fc184k00F
pco9,42,pco0090039,,,INTEGER,,,85 years and over,,d1Fc184k00G
,,,,,,,,,,
pco10,1,id,1,,INTEGER64,,6,,,d1Fc184l001
pco10,2,stusab,,,VARCHAR,1,6,,,d1Fc184l002
pco10,3,logrecno,,,INTEGER,1,7,,,d1Fc184l003
pco10,4,pco0100001,,,INTEGER,,,"Total (701-702, 704, 706, 801-802, 900-901, 903-904):",,d1Fc184l004
pco10,5,pco0100002,,,INTEGER,,,Male:,,d1Fc184l005
pco10,6,pco0100003,,,INTEGER,,,Under 5 years,,d1Fc184l006
pco10,7,pco0100004,,,INTEGER,,,5 to 9 years,,d1Fc184l007
pco10,8,pco0100005,,,INTEGER,,,10 to 14 years,,d1Fc184l008
pco10,9,pco0100006,,,INTEGER,,,15 to 19 years,,d1Fc184l009
pco10,10,pco0100007,,,INTEGER,,,20 to 24 years,,d1Fc184l00a
pco10,11,pco0100008,,,INTEGER,,,25 to 29 years,,d1Fc184l00b
pco10,12,pco0100009,,,INTEGER,,,30 to 34 years,,d1Fc184l00c
pco10,13,pco0100010,,,INTEGER,,,35 to 39 years,,d1Fc184l00d
pco10,14,pco0100011,,,INTEGER,,,40 to 44 years,,d1Fc184l00e
pco10,15,pco0100012,,,INTEGER,,,45 to 49 years,,d1Fc184l00f
pco10,16,pco0100013,,,INTEGER,,,50 to 54 years,,d1Fc184l00g
pco10,17,pco0100014,,,INTEGER,,,55 to 59 years,,d1Fc184l00h
pco10,18,pco0100015,,,INTEGER,,,60 to 64 years,,d1Fc184l00i
pco10,19,pco0100016,,,INTEGER,,,65 to 69 years,,d1Fc184l00j
pco10,20,pco0100017,,,INTEGER,,,70 to 74 years,,d1Fc184l00k
pco10,21,pco0100018,,,INTEGER,,,75 to 79 years,,d1Fc184l00l
pco10,22,pco0100019,,,INTEGER,,,80 to 84 years,,d1Fc184l00m
pco10,23,pco0100020,,,INTEGER,,,85 years and over,,d1Fc184l00n
pco10,24,pco0100021,,,INTEGER,,,Female:,,d1Fc184l00o
pco10,25,pco0100022,,,INTEGER,,,Under 5 years,,d1Fc184l00p
pco10,26,pco0100023,,,INTEGER,,,5 to 9 years,,d1Fc184l00q
pco10,27,pco0100024,,,INTEGER,,,10 to 14 years,,d1Fc184l00r
pco10,28,pco0100025,,,INTEGER,,,15 to 19 years,,d1Fc184l00s
pco10,29,pco0100026,,,INTEGER,,,20 to 24 years,,d1Fc184l00t
pco10,30,pco0100027,,,INTEGER,,,25 to 29 years,,d1Fc184l00u
pco10,31,pco0100028,,,INTEGER,,,30 to 34 years,,d1Fc184l00v
pco10,32,pco0100029,,,INTEGER,,,35 to 39 years,,d1Fc184l00w
pco10,33,pco0100030,,,INTEGER,,,40 to 44 years,,d1Fc184l00x
pco10,34,pco0100031,,,INTEGER,,,45 to 49 years,,d1Fc184l00y
pco10,35,pco0100032,,,INTEGER,,,50 to 54 years,,d1Fc184l00z
pco10,36,pco0100033,,,INTEGER,,,55 to 59 years,,d1Fc184l00A
pco10,37,pco0100034,,,INTEGER,,,60 to 64 years,,d1Fc184l00B
pco10,38,pco0100035,,,INTEGER,,,65 to 69 years,,d1Fc184l00C
pco10,39,pco0100036,,,INTEGER,,,70 to 74 years,,d1Fc184l00D
pco10,40,pco0100037,,,INTEGER,,,75 to 79 years,,d1Fc184l00E
pco10,41,pco0100038,,,INTEGER,,,80 to 84 years,,d1Fc184l00F
pco10,42,pco0100039,,,INTEGER,,,85 years and over,,d1Fc184l00G
,,,,,,,,,,
h1,1,id,1,,INTEGER64,,6,,,d1Fc184m001
h1,2,stusab,,,VARCHAR,1,6,,,d1Fc184m002
h1,3,logrecno,,,INTEGER,1,7,,,d1Fc184m003
h1,4,h00010001,,,INTEGER,,,Total,,d1Fc184m004
,,,,,,,,,,
h2,1,id,1,,INTEGER64,,6,,,d1Fc184n001
h2,2,stusab,,,VARCHAR,1,6,,,d1Fc184n002
h2,3,logrecno,,,INTEGER,1,7,,,d1Fc184n003
h2,4,h0020001,,,INTEGER,,,Total:,,d1Fc184n004
h2,5,h0020002,,,INTEGER,,,Urban:,,d1Fc184n005
h2,6,h0020003,,,INTEGER,,,Inside urbanized areas,,d1Fc184n006
h2,7,h0020004,,,INTEGER,,,Inside urban clusters,,d1Fc184n007
h2,8,h0020005,,,INTEGER,,,Rural,,d1Fc184n008
h2,9,h0020006,,,INTEGER,,,Not defined for this file,,d1Fc184n009
,,,,,,,,,,
h3,1,id,1,,INTEGER64,,6,,,d1Fc184o001
h3,2,stusab,,,VARCHAR,1,6,,,d1Fc184o002
h3,3,logrecno,,,INTEGER,1,7,,,d1Fc184o003
h3,4,h0030001,,,INTEGER,,,Total:,,d1Fc184o004
h3,5,h0030002,,,INTEGER,,,Occupied,,d1Fc184o005
h3,6,h0030003,,,INTEGER,,,Vacant,,d1Fc184o006
,,,,,,,,,,
h4,1,id,1,,INTEGER64,,6,,,d1Fc184p001
h4,2,stusab,,,VARCHAR,1,6,,,d1Fc184p002
h4,3,logrecno,,,INTEGER,1,7,,,d1Fc184p003
h4,4,h0040001,,,INTEGER,,,Total:,,d1Fc184p004
h4,5,h0040002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184p005
h4,6,h0040003,,,INTEGER,,,Owned free and clear,,d1Fc184p006
h4,7,h0040004,,,INTEGER,,,Renter occupied,,d1Fc184p007
,,,,,,,,,,
h5,1,id,1,,INTEGER64,,6,,,d1Fc184q001
h5,2,stusab,,,VARCHAR,1,6,,,d1Fc184q002
h5,3,logrecno,,,INTEGER,1,7,,,d1Fc184q003
h5,4,h0050001,,,INTEGER,,,Total:,,d1Fc184q004
h5,5,h0050002,,,INTEGER,,,For rent,,d1Fc184q005
h5,6,h0050003,,,INTEGER,,,"Rented, not occupied",,d1Fc184q006
h5,7,h0050004,,,INTEGER,,,For sale only,,d1Fc184q007
h5,8,h0050005,,,INTEGER,,,"Sold, not occupied",,d1Fc184q008
h5,9,h0050006,,,INTEGER,,,"For seasonal, recreational, or occasional use",,d1Fc184q009
h5,10,h0050007,,,INTEGER,,,For migrant workers,,d1Fc184q00a
h5,11,h0050008,,,INTEGER,,,Other vacant,,d1Fc184q00b
,,,,,,,,,,
h6,1,id,1,,INTEGER64,,6,,,d1Fc184r001
h6,2,stusab,,,VARCHAR,1,6,,,d1Fc184r002
h6,3,logrecno,,,INTEGER,1,7,,,d1Fc184r003
h6,4,h0060001,,,INTEGER,,,Total:,,d1Fc184r004
h6,5,h0060002,,,INTEGER,,,Householder who is White alone,,d1Fc184r005
h6,6,h0060003,,,INTEGER,,,Householder who is Black or African American alone,,d1Fc184r006
h6,7,h0060004,,,INTEGER,,,Householder who is American Indian and Alaska Native alone,,d1Fc184r007
h6,8,h0060005,,,INTEGER,,,Householder who is Asian alone,,d1Fc184r008
h6,9,h0060006,,,INTEGER,,,Householder who is Native Hawaiian and Other Pacific Islander alone,,d1Fc184r009
h6,10,h0060007,,,INTEGER,,,Householder who is Some Other Race alone,,d1Fc184r00a
h6,11,h0060008,,,INTEGER,,,Householder who is Two or More Races,,d1Fc184r00b
,,,,,,,,,,
h7,1,id,1,,INTEGER64,,6,,,d1Fc184s001
h7,2,stusab,,,VARCHAR,1,6,,,d1Fc184s002
h7,3,logrecno,,,INTEGER,1,7,,,d1Fc184s003
h7,4,h0070001,,,INTEGER,,,Total:,,d1Fc184s004
h7,5,h0070002,,,INTEGER,,,Not Hispanic or Latino householder:,,d1Fc184s005
h7,6,h0070003,,,INTEGER,,,Householder who is White alone,,d1Fc184s006
h7,7,h0070004,,,INTEGER,,,Householder who is Black or African American alone,,d1Fc184s007
h7,8,h0070005,,,INTEGER,,,Householder who is American Indian and Alaska Native alone,,d1Fc184s008
h7,9,h0070006,,,INTEGER,,,Householder who is Asian alone,,d1Fc184s009
h7,10,h0070007,,,INTEGER,,,Householder who is Native Hawaiian and Other Pacific Islander alone,,d1Fc184s00a
h7,11,h0070008,,,INTEGER,,,Householder who is Some Other Race alone,,d1Fc184s00b
h7,12,h0070009,,,INTEGER,,,Householder who is Two or More Races,,d1Fc184s00c
h7,13,h0070010,,,INTEGER,,,Hispanic or Latino householder:,,d1Fc184s00d
h7,14,h0070011,,,INTEGER,,,Householder who is White alone,,d1Fc184s00e
h7,15,h0070012,,,INTEGER,,,Householder who is Black or African American alone,,d1Fc184s00f
h7,16,h0070013,,,INTEGER,,,Householder who is American Indian and Alaska Native alone,,d1Fc184s00g
h7,17,h0070014,,,INTEGER,,,Householder who is Asian alone,,d1Fc184s00h
h7,18,h0070015,,,INTEGER,,,Householder who is Native Hawaiian and Other Pacific Islander alone,,d1Fc184s00i
h7,19,h0070016,,,INTEGER,,,Householder who is Some Other Race alone,,d1Fc184s00j
h7,20,h0070017,,,INTEGER,,,Householder who is Two or More Races,,d1Fc184s00k
,,,,,,,,,,
h8,1,id,1,,INTEGER64,,6,,,d1Fc184t001
h8,2,stusab,,,VARCHAR,1,6,,,d1Fc184t002
h8,3,logrecno,,,INTEGER,1,7,,,d1Fc184t003
h8,4,h0080001,,,INTEGER,,,Total races tallied for householders:,,d1Fc184t004
h8,5,h0080002,,,INTEGER,,,White alone or in combination with one or more other races,,d1Fc184t005
h8,6,h0080003,,,INTEGER,,,Black or African American alone or in combination with one or more other races,,d1Fc184t006
h8,7,h0080004,,,INTEGER,,,American Indian and Alaska Native alone or in combination with one or more other races,,d1Fc184t007
h8,8,h0080005,,,INTEGER,,,Asian alone or in combination with one or more other races,,d1Fc184t008
h8,9,h0080006,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races,,d1Fc184t009
h8,10,h0080007,,,INTEGER,,,Some Other Race alone or in combination with one or more other races,,d1Fc184t00a
,,,,,,,,,,
h9,1,id,1,,INTEGER64,,6,,,d1Fc184u001
h9,2,stusab,,,VARCHAR,1,6,,,d1Fc184u002
h9,3,logrecno,,,INTEGER,1,7,,,d1Fc184u003
h9,4,h0090001,,,INTEGER,,,Total races tallied for householders:,,d1Fc184u004
h9,5,h0090002,,,INTEGER,,,Total races tallied for Not Hispanic or Latino householders:,,d1Fc184u005
h9,6,h0090003,,,INTEGER,,,White alone or in combination with one or more other races,,d1Fc184u006
h9,7,h0090004,,,INTEGER,,,Black or African American alone or in combination with one or more other races,,d1Fc184u007
h9,8,h0090005,,,INTEGER,,,American Indian and Alaska Native alone or in combination with one or more other races,,d1Fc184u008
h9,9,h0090006,,,INTEGER,,,Asian alone or in combination with one or more other races,,d1Fc184u009
h9,10,h0090007,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races,,d1Fc184u00a
h9,11,h0090008,,,INTEGER,,,Some Other Race alone or in combination with one or more other races,,d1Fc184u00b
h9,12,h0090009,,,INTEGER,,,Total races tallied for Hispanic or Latino householders:,,d1Fc184u00c
h9,13,h0090010,,,INTEGER,,,White alone or in combination with one or more other races,,d1Fc184u00d
h9,14,h0090011,,,INTEGER,,,Black or African American alone or in combination with one or more other races,,d1Fc184u00e
h9,15,h0090012,,,INTEGER,,,American Indian and Alaska Native alone or in combination with one or more other races,,d1Fc184u00f
h9,16,h0090013,,,INTEGER,,,Asian alone or in combination with one or more other races,,d1Fc184u00g
h9,17,h0090014,,,INTEGER,,,Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races,,d1Fc184u00h
h9,18,h0090015,,,INTEGER,,,Some Other Race alone or in combination with one or more other races,,d1Fc184u00i
,,,,,,,,,,
h10,1,id,1,,INTEGER64,,6,,,d1Fc184v001
h10,2,stusab,,,VARCHAR,1,6,,,d1Fc184v002
h10,3,logrecno,,,INTEGER,1,7,,,d1Fc184v003
h10,4,h0100001,,,INTEGER,,,Total,,d1Fc184v004
,,,,,,,,,,
h11,1,id,1,,INTEGER64,,6,,,d1Fc184w001
h11,2,stusab,,,VARCHAR,1,6,,,d1Fc184w002
h11,3,logrecno,,,INTEGER,1,7,,,d1Fc184w003
h11,4,h0110001,,,INTEGER,,,Total population in occupied housing units:,,d1Fc184w004
h11,5,h0110002,,,INTEGER,,,Owned with a mortgage or a loan,,d1Fc184w005
h11,6,h0110003,,,INTEGER,,,Owned free and clear,,d1Fc184w006
h11,7,h0110004,,,INTEGER,,,Renter occupied,,d1Fc184w007
,,,,,,,,,,
h12,1,id,1,,INTEGER64,,6,,,d1Fc184x001
h12,2,stusab,,,VARCHAR,1,6,,,d1Fc184x002
h12,3,logrecno,,,INTEGER,1,7,,,d1Fc184x003
h12,4,h0120001,,,REAL,,,Total,,d1Fc184x004
h12,5,h0120002,,,REAL,,,Owner occupied,,d1Fc184x005
h12,6,h0120003,,,REAL,,,Renter occupied,,d1Fc184x006
,,,,,,,,,,
h13,1,id,1,,INTEGER64,,6,,,d1Fc184y001
h13,2,stusab,,,VARCHAR,1,6,,,d1Fc184y002
h13,3,logrecno,,,INTEGER,1,7,,,d1Fc184y003
h13,4,h0130001,,,INTEGER,,,Total:,,d1Fc184y004
h13,5,h0130002,,,INTEGER,,,1-person household,,d1Fc184y005
h13,6,h0130003,,,INTEGER,,,2-person household,,d1Fc184y006
h13,7,h0130004,,,INTEGER,,,3-person household,,d1Fc184y007
h13,8,h0130005,,,INTEGER,,,4-person household,,d1Fc184y008
h13,9,h0130006,,,INTEGER,,,5-person household,,d1Fc184y009
h13,10,h0130007,,,INTEGER,,,6-person household,,d1Fc184y00a
h13,11,h0130008,,,INTEGER,,,7-or-more-person household,,d1Fc184y00b
,,,,,,,,,,
h14,1,id,1,,INTEGER64,,6,,,d1Fc184z001
h14,2,stusab,,,VARCHAR,1,6,,,d1Fc184z002
h14,3,logrecno,,,INTEGER,1,7,,,d1Fc184z003
h14,4,h0140001,,,INTEGER,,,Total:,,d1Fc184z004
h14,5,h0140002,,,INTEGER,,,Owner occupied:,,d1Fc184z005
h14,6,h0140003,,,INTEGER,,,Householder who is White alone,,d1Fc184z006
h14,7,h0140004,,,INTEGER,,,Householder who is Black or African American alone,,d1Fc184z007
h14,8,h0140005,,,INTEGER,,,Householder who is American Indian and Alaska Native alone,,d1Fc184z008
h14,9,h0140006,,,INTEGER,,,Householder who is Asian alone,,d1Fc184z009
h14,10,h0140007,,,INTEGER,,,Householder who is Native Hawaiian and Other Pacific Islander alone,,d1Fc184z00a
h14,11,h0140008,,,INTEGER,,,Householder who is Some Other Race alone,,d1Fc184z00b
h14,12,h0140009,,,INTEGER,,,Householder who is Two or More Races,,d1Fc184z00c
h14,13,h0140010,,,INTEGER,,,Renter occupied:,,d1Fc184z00d
h14,14,h0140011,,,INTEGER,,,Householder who is White alone,,d1Fc184z00e
h14,15,h0140012,,,INTEGER,,,Householder who is Black or African American alone,,d1Fc184z00f
h14,16,h0140013,,,INTEGER,,,Householder who is American Indian and Alaska Native alone,,d1Fc184z00g
h14,17,h0140014,,,INTEGER,,,Householder who is Asian alone,,d1Fc184z00h
h14,18,h0140015,,,INTEGER,,,Householder who is Native Hawaiian and Other Pacific Islander alone,,d1Fc184z00i
h14,19,h0140016,,,INTEGER,,,Householder who is Some Other Race alone,,d1Fc184z00j
h14,20,h0140017,,,INTEGER,,,Householder who is Two or More Races,,d1Fc184z00k
,,,,,,,,,,
h15,1,id,1,,INTEGER64,,6,,,d1Fc184A001
h15,2,stusab,,,VARCHAR,1,6,,,d1Fc184A002
h15,3,logrecno,,,INTEGER,1,7,,,d1Fc184A003
h15,4,h0150001,,,INTEGER,,,Total:,,d1Fc184A004
h15,5,h0150002,,,INTEGER,,,Owner occupied:,,d1Fc184A005
h15,6,h0150003,,,INTEGER,,,Not Hispanic or Latino householder,,d1Fc184A006
h15,7,h0150004,,,INTEGER,,,Hispanic or Latino householder,,d1Fc184A007
h15,8,h0150005,,,INTEGER,,,Renter occupied:,,d1Fc184A008
h15,9,h0150006,,,INTEGER,,,Not Hispanic or Latino householder,,d1Fc184A009
h15,10,h0150007,,,INTEGER,,,Hispanic or Latino householder,,d1Fc184A00a
,,,,,,,,,,
h16,1,id,1,,INTEGER64,,6,,,d1Fc184B001
h16,2,stusab,,,VARCHAR,1,6,,,d1Fc184B002
h16,3,logrecno,,,INTEGER,1,7,,,d1Fc184B003
h16,4,h0160001,,,INTEGER,,,Total:,,d1Fc184B004
h16,5,h0160002,,,INTEGER,,,Owner occupied:,,d1Fc184B005
h16,6,h0160003,,,INTEGER,,,1-person household,,d1Fc184B006
h16,7,h0160004,,,INTEGER,,,2-person household,,d1Fc184B007
h16,8,h0160005,,,INTEGER,,,3-person household,,d1Fc184B008
h16,9,h0160006,,,INTEGER,,,4-person household,,d1Fc184B009
h16,10,h0160007,,,INTEGER,,,5-person household,,d1Fc184B00a
h16,11,h0160008,,,INTEGER,,,6-person household,,d1Fc184B00b
h16,12,h0160009,,,INTEGER,,,7-or-more-person household,,d1Fc184B00c
h16,13,h0160010,,,INTEGER,,,Renter occupied:,,d1Fc184B00d
h16,14,h0160011,,,INTEGER,,,1-person household,,d1Fc184B00e
h16,15,h0160012,,,INTEGER,,,2-person household,,d1Fc184B00f
h16,16,h0160013,,,INTEGER,,,3-person household,,d1Fc184B00g
h16,17,h0160014,,,INTEGER,,,4-person household,,d1Fc184B00h
h16,18,h0160015,,,INTEGER,,,5-person household,,d1Fc184B00i
h16,19,h0160016,,,INTEGER,,,6-person household,,d1Fc184B00j
h16,20,h0160017,,,INTEGER,,,7-or-more-person household,,d1Fc184B00k
,,,,,,,,,,
h17,1,id,1,,INTEGER64,,6,,,d1Fc184C001
h17,2,stusab,,,VARCHAR,1,6,,,d1Fc184C002
h17,3,logrecno,,,INTEGER,1,7,,,d1Fc184C003
h17,4,h0170001,,,INTEGER,,,Total:,,d1Fc184C004
h17,5,h0170002,,,INTEGER,,,Owner occupied:,,d1Fc184C005
h17,6,h0170003,,,INTEGER,,,Householder 15 to 24 years,,d1Fc184C006
h17,7,h0170004,,,INTEGER,,,Householder 25 to 34 years,,d1Fc184C007
h17,8,h0170005,,,INTEGER,,,Householder 35 to 44 years,,d1Fc184C008
h17,9,h0170006,,,INTEGER,,,Householder 45 to 54 years,,d1Fc184C009
h17,10,h0170007,,,INTEGER,,,Householder 55 to 59 years,,d1Fc184C00a
h17,11,h0170008,,,INTEGER,,,Householder 60 to 64 years,,d1Fc184C00b
h17,12,h0170009,,,INTEGER,,,Householder 65 to 74 years,,d1Fc184C00c
h17,13,h0170010,,,INTEGER,,,Householder 75 to 84 years,,d1Fc184C00d
h17,14,h0170011,,,INTEGER,,,Householder 85 years and over,,d1Fc184C00e
h17,15,h0170012,,,INTEGER,,,Renter occupied:,,d1Fc184C00f
h17,16,h0170013,,,INTEGER,,,Householder 15 to 24 years,,d1Fc184C00g
h17,17,h0170014,,,INTEGER,,,Householder 25 to 34 years,,d1Fc184C00h
h17,18,h0170015,,,INTEGER,,,Householder 35 to 44 years,,d1Fc184C00i
h17,19,h0170016,,,INTEGER,,,Householder 45 to 54 years,,d1Fc184C00j
h17,20,h0170017,,,INTEGER,,,Householder 55 to 59 years,,d1Fc184C00k
h17,21,h0170018,,,INTEGER,,,Householder 60 to 64 years,,d1Fc184C00l
h17,22,h0170019,,,INTEGER,,,Householder 65 to 74 years,,d1Fc184C00m
h17,23,h0170020,,,INTEGER,,,Householder 75 to 84 years,,d1Fc184C00n
h17,24,h0170021,,,INTEGER,,,Householder 85 years and over,,d1Fc184C00o
,,,,,,,,,,
h18,1,id,1,,INTEGER64,,6,,,d1Fc184D001
h18,2,stusab,,,VARCHAR,1,6,,,d1Fc184D002
h18,3,logrecno,,,INTEGER,1,7,,,d1Fc184D003
h18,4,h0180001,,,INTEGER,,,Total:,,d1Fc184D004
h18,5,h0180002,,,INTEGER,,,Owner occupied:,,d1Fc184D005
h18,6,h0180003,,,INTEGER,,,Family households:,,d1Fc184D006
h18,7,h0180004,,,INTEGER,,,Husband-wife family:,,d1Fc184D007
h18,8,h0180005,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D008
h18,9,h0180006,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D009
h18,10,h0180007,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00a
h18,11,h0180008,,,INTEGER,,,Other family:,,d1Fc184D00b
h18,12,h0180009,,,INTEGER,,,"Male householder, no wife present:",,d1Fc184D00c
h18,13,h0180010,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00d
h18,14,h0180011,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D00e
h18,15,h0180012,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00f
h18,16,h0180013,,,INTEGER,,,"Female householder, no husband present:",,d1Fc184D00g
h18,17,h0180014,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00h
h18,18,h0180015,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D00i
h18,19,h0180016,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00j
h18,20,h0180017,,,INTEGER,,,Nonfamily households:,,d1Fc184D00k
h18,21,h0180018,,,INTEGER,,,Male householder:,,d1Fc184D00l
h18,22,h0180019,,,INTEGER,,,Living alone:,,d1Fc184D00m
h18,23,h0180020,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00n
h18,24,h0180021,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D00o
h18,25,h0180022,,,INTEGER,,,Householder 65 years and over,,d1Fc184D00p
h18,26,h0180023,,,INTEGER,,,Not living alone:,,d1Fc184D00q
h18,27,h0180024,,,INTEGER,,,Householder 15 to 34 years,,d1Fc184D00r
h18,28,h0180025,,,INTEGER,,,Householder 35 to 64 years,,d1Fc184D00s
